date,perP,perN,app,anp,sentiment
2016-03-28,0.44,0.56,-44.43099298802067,-34.775138432933645,0
2016-03-29,0.4452054794520548,0.5547945205479452,-41.38339704123138,-32.84248710559592,0
2016-03-30,0.4129032258064516,0.5870967741935483,-50.29636824710043,-34.69879383647086,0
2016-03-31,0.3865979381443299,0.6134020618556701,-54.20299195443031,-33.56725537129889,0
2016-04-01,0.38946928541579606,0.6105307145842039,-49.804130487505276,-31.178503761103297,0
2016-04-02,0.3771331058020478,0.6228668941979523,-55.13634959307438,-32.880376067059316,0
2016-04-03,0.3618421052631579,0.6381578947368421,-60.1781008358721,-33.29885230072879,0
2016-04-04,0.39057239057239057,0.6094276094276094,-58.70550608608534,-37.0281764892466,0
2016-04-05,0.38671875,0.61328125,-59.63620989138686,-37.00185184245513,0
2016-04-06,0.3989071038251366,0.6010928961748634,-54.49863080766737,-35.31693408948634,0
